title,link
Alvaro Soler - Sofia,https://www.youtube.com/watch?v=qaZ0oAh4evU
Imagine Dragons - On Top Of The World (Official Music Video),https://www.youtube.com/watch?v=w5tWYmIOWGk
"Imagine Dragons - Zero (From the Original Motion Picture ""Ralph Breaks The Internet"")",https://www.youtube.com/watch?v=j60ClcNYWu4
Sheppard Geronimo - [International Version] (Official music Video),https://www.youtube.com/watch?v=ozsmSlvGHv4
American Authors - Best Day Of My Life,https://www.youtube.com/watch?v=Y66j_BUCBMY
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,https://www.youtube.com/watch?v=OPf0YbXqDm0
Ed Sheeran - Shape of You (Official Music Video),https://www.youtube.com/watch?v=JGwWNGJdvx8
Dimitri Vegas & Like Mike vs KSHMR - OPA (Official Music Video),https://www.youtube.com/watch?v=WEFxFDMuIZo
Avicii - Wake Me Up (Official Video),https://www.youtube.com/watch?v=IcrbM1l_BoI
One Direction - Live While We're Young,https://www.youtube.com/watch?v=AbPED9bisSc
"Daddy Yankee RedOne French Montana & Dinah Jane | ""Boom Boom"" (Video Oficial)",https://www.youtube.com/watch?v=xin92Rq3pco
Carly Rae Jepsen - I Really Like You,https://www.youtube.com/watch?v=qV5lzRHrGeg
WALK THE MOON - Shut Up and Dance (Official Video),https://www.youtube.com/watch?v=6JCLY0Rlx6Q
Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia),https://www.youtube.com/watch?v=V15BYnSr0P8
BTS (방탄소년단) 'IDOL' Official MV,https://www.youtube.com/watch?v=pBuZEGYXA6E
One Direction - One Thing,https://www.youtube.com/watch?v=Y1xs_xPb46M
Michael Bublé - It's A Beautiful Day [Official Music Video],https://www.youtube.com/watch?v=5QYxuGQMCuU
Martin Solveig & Dragonette - Hello (Official Short Video Version HD),https://www.youtube.com/watch?v=kK42LZqO0wA
Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno Zion & Lennox,https://www.youtube.com/watch?v=9sg-A-eS6Ig
Steve Aoki Daddy Yankee Play-N-Skillz & Elvis Crespo - Azukita [Ultra Music],https://www.youtube.com/watch?v=mGN3kfEk_P4
Erlandsson & Linne - Feels Good (ft. Babz Wayne),https://www.youtube.com/watch?v=M9U1ikJLmYs
Don Diablo ft. KiFi - The Same Way | Official Music Video,https://www.youtube.com/watch?v=FvYxS2gsDFk
Mike Williams - Give It Up (Official Music Video),https://www.youtube.com/watch?v=m23fmVdmtN8
Felix Jaehn Mike Williams - Feel Good (Official Video),https://www.youtube.com/watch?v=jh-uM1V1wCQ
Ed Sheeran - Barcelona [Official Audio],https://www.youtube.com/watch?v=OVO4LhrOFiY
MKTO - Classic (Official Video),https://www.youtube.com/watch?v=4Ba_qTPA4Ds
Train - Drive By (Video),https://www.youtube.com/watch?v=oxqnFJ3lp5k
Martin Garrix feat. JRM - These Are The Times (Official Video),https://www.youtube.com/watch?v=ED3jOCQUNJM
Jonas Brothers - Sucker (Official Video),https://www.youtube.com/watch?v=CnAmeh0-E-U
Maggie Lindemann - Pretty Girl (Cheat Codes x CADE Remix) [Official Video],https://www.youtube.com/watch?v=qFmCXBL_4n8
Rita Ora - Your Song [Official Video],https://www.youtube.com/watch?v=RsELrcVNzG0
Ariana Grande ft. Future - Everyday (Official Lyric Video),https://www.youtube.com/watch?v=LELFIuhSPCI
Bebe Rexha - The Way I Are (Dance With Somebody) feat. Lil Wayne [Official Music Video],https://www.youtube.com/watch?v=g6xvHG8nd5U
Fifth Harmony - All In My Head (Flex) (Official Video) ft. Fetty Wap,https://www.youtube.com/watch?v=jsbeemdD2rQ
Justin Bieber - Beauty And A Beat (Official Music Video) ft. Nicki Minaj,https://www.youtube.com/watch?v=Ys7-6_t7OEQ
Don Diablo - I Got Love ft. Nate Dogg | Official Music Video,https://www.youtube.com/watch?v=zhqUzmTIJss
Avicii vs Nicky Romero - I Could Be The One (Nicktim),https://www.youtube.com/watch?v=bek1y2uiQGA
Deorro x Chris Brown - Five More Hours (Official Video) [Ultra Records],https://www.youtube.com/watch?v=j3CaHeakZF4
The Wanted - We Own The Night,https://www.youtube.com/watch?v=8piAL5rD6wI
5 Seconds of Summer - She Looks So Perfect,https://www.youtube.com/watch?v=X2BYmmTI04I
Pharrell Williams - Happy (Video),https://www.youtube.com/watch?v=ZbZSe6N_BXs
"Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") (Official Video)",https://www.youtube.com/watch?v=ru0K8uYEZWw
Pitbull Ke$ha - Timber (featuring Ke$ha - Official Video),https://www.youtube.com/watch?v=hHUbLv4ThOo
Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus,https://www.youtube.com/watch?v=r7qovpFAGrQ
Hot Chelle Rae - Hung Up (Official Video),https://www.youtube.com/watch?v=Z9pWgjSLLag
Hot Chelle Rae - Honestly,https://www.youtube.com/watch?v=4e8L_Z0a_kQ
PUBLIC - Make You Mine (Put Your Hand in Mine) [Official Video],https://www.youtube.com/watch?v=nLnp0tpZ0ok
Hot Chelle Rae - I Like It Like That ft. New Boyz,https://www.youtube.com/watch?v=lbvzkdYqJDc
Liam Payne Cheat Codes - Live Forever,https://www.youtube.com/watch?v=ID62BvdtmP0
Hailee Steinfeld - Most Girls (Official Video),https://www.youtube.com/watch?v=qBB_QOZNEdc
Kygo Imagine Dragons - Born To Be Yours (Official Video),https://www.youtube.com/watch?v=_G-k6TQYUek
The Chainsmokers - Who Do You Love (Official Video) ft. 5 Seconds of Summer,https://www.youtube.com/watch?v=U0V1y2p1sgs
Gryffin - Body Back ft. Maia Wright (Official Music Video),https://www.youtube.com/watch?v=_X--xYexBdI
Demi Lovato - Really Don't Care ft. Cher Lloyd (Official Lyric Video),https://www.youtube.com/watch?v=EOEeN9NmyU8
The Chainsmokers - Let You Go ft. Great Good Fine Ok,https://www.youtube.com/watch?v=iiNXf0n_hrA
Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video],https://www.youtube.com/watch?v=igNVdlXhKcI
Tate McRae - she's all i wanna be (Official Video),https://www.youtube.com/watch?v=uS_y_65CcpA
OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],https://www.youtube.com/watch?v=jGflUbPQfW8
Galantis - No Money (Official Video),https://www.youtube.com/watch?v=xUVz4nRmxn4
Kungs vs Cookin’ on 3 Burners - This Girl (Official Music Video),https://www.youtube.com/watch?v=2Y6Nne8RvaA
Smash Mouth - I'm A Believer,https://www.youtube.com/watch?v=0mYBSayCsH0
Avicii - Levels,https://www.youtube.com/watch?v=_ovdm2yX4MA
Flo Rida - Good Feeling [Official Video],https://www.youtube.com/watch?v=3OnnDqH6Wj8
Marshmello - Alone (Official Music Video),https://www.youtube.com/watch?v=ALZHF5UqnU4
One Direction - Kiss You (Official),https://www.youtube.com/watch?v=T4cdfRohhcg
Katy Perry - Electric,https://www.youtube.com/watch?v=ojpTpT5i-PI
